age,gender,region,contract_type,tenure_months,monthly_charges,total_charges,internet_service,phone_service,multiple_lines,payment_method
-1.3322481185832937,1,0,0,-1.4770251509709589,1.4783991943743457,-0.99161903450954,0,0,1,2
1.5750036404637193,0,1,0,-1.33059777427922,-0.25043591262293,-1.0591367630077129,1,1,2,1
-1.6117915569531989,0,0,0,-0.8425065186400912,-0.5577843760891126,-0.7970588352571986,1,1,2,3
-0.6054351788215405,1,3,0,1.4515223828638146,0.32203521189628803,1.4530898432432346,0,1,0,1
0.2331951362881748,1,0,0,-0.5496517652566139,-0.4186468960064488,-0.577000260884232,1,1,0,3
0.960008076049928,0,3,0,-1.1841703975874815,0.5913112305637317,-0.8053621248474652,1,1,0,2
-1.0527046802133886,1,3,0,-0.8425065186400912,0.036837989040281134,-0.6470111162825749,0,1,2,1
-1.4999741816052368,0,3,1,1.0122402527885985,-0.5782050510266178,0.2705665841345886,1,1,0,3
1.4631862651157572,1,3,0,0.23129424376599236,-0.7322253958942431,-0.28455540548271724,0,1,0,3
0.4568298869840989,1,2,2,0.08486686707425369,1.705795523763177,1.0732945953544246,1,1,2,2
-1.4440654939312558,0,2,0,-0.2567970118731365,1.2800763682863703,0.4274730771135435,0,1,2,1
1.2954602020938142,1,0,0,-0.940124769767917,-1.0669167969886104,-0.9990502646905195,1,1,0,0
0.06546907326623173,1,1,1,-1.428216025407046,0.12059736759750658,-1.071687998432175,0,1,2,2
1.3513688897677951,0,2,2,0.5241489971494697,1.546237368743008,1.5323348982761138,1,1,0,0
1.5190949527897382,1,2,0,1.4515223828638146,0.0451447042690967,1.1725542163390998,2,1,2,1
-0.9408873048654266,0,2,0,-1.6722616532266104,-0.10195337790784871,-1.2997502591627699,0,1,0,2
1.3513688897677951,0,0,1,-0.6960791419483525,0.9052358435860597,-0.2193221516334128,0,1,2,0
-1.6677002446271798,1,2,1,1.0610493783525115,-0.5249036283083834,0.34361627232112185,2,1,2,2
-0.8849786171914455,1,0,0,0.32891249489381813,0.03441519709854295,0.26819650856210925,2,1,2,3
-0.4936178034735784,1,0,0,0.08486686707425369,0.17562935598841048,0.16369383100626084,1,1,2,0
-1.2763394309093128,1,3,0,-1.0865521464596557,-0.29819952518862064,-0.9047019966980254,2,1,0,2
1.5750036404637193,1,1,0,-0.01275138405357209,1.6871054144983413,0.9385373413598148,0,1,0,3
-0.9408873048654266,1,3,1,0.13367599263816657,1.2146609858594464,0.838389610792676,0,0,1,3
1.6309123281377003,1,3,0,-0.500842639692701,0.6491121240309079,-0.13016343963483548,0,1,2,2
-0.6054351788215405,1,2,0,0.6705763738412084,0.7304487106463952,1.0790940579290695,1,1,0,1
0.6245559500060419,0,3,0,1.3539041317359888,-0.44218258915476005,0.6044369365060996,2,1,2,1
0.12137776094021276,0,0,0,-1.6234525276626974,-1.2873908636867617,-1.3041319564401077,0,0,1,0
1.1277341390718711,1,3,1,1.4027132572999017,-0.6235458716505704,0.4468135357919028,1,1,0,3
1.2954602020938142,1,3,0,0.23129424376599236,-1.5770875572917105,-0.8075930989190767,1,1,2,0
1.015916763723909,0,0,0,-1.4770251509709589,0.08460160160597148,-1.1199508691755993,0,1,2,2
0.4568298869840989,0,1,0,-1.5746434020987845,-1.656347465099994,-1.3003922660898521,2,0,1,3
-0.7172525541695025,1,3,0,0.86581287609686,1.553159631433688,1.9662031795984445,1,1,2,0
-1.4999741816052368,0,3,0,0.5241489971494697,1.4832447782578217,1.4837884744732281,1,1,0,2
1.015916763723909,1,3,0,-1.6722616532266104,0.33864864235391967,-1.2787352324162702,0,1,0,3
-0.8290699295174645,1,0,1,0.18248511820207947,-0.6176619483634925,-0.22896295565510116,2,0,1,3
0.17728644861419376,1,3,0,-0.4520335141287881,-0.27812496338564907,-0.47161482380364506,1,1,2,3
-1.4440654939312558,1,3,0,1.1098585039164244,-1.5542440904124672,-0.556028034599538,1,1,0,0
0.06546907326623173,1,2,1,1.3539041317359888,1.5884631711561545,2.626122099946512,0,1,2,2
1.6868210158116812,0,2,0,0.18248511820207947,-1.3846486544908128,-0.7187286400954122,0,1,2,1
1.4631862651157572,1,3,1,-0.30560613743704945,-1.1039509023837473,-0.7486461628974549,0,1,0,2
-1.7236089323011607,1,1,2,-0.20798788630922366,-0.8879763064345382,-0.5912849150118168,0,1,2,2
